Address,Latitude,Longitude
ITO,19.721399307251,-155.048004150391
ORL,28.545499801635998,-81.332901000977
MHR,38.55390167,-121.29799650000001
FSM,35.336601257324205,-94.36740112304692
PNC,36.73199844,-97.09980011
SVN,32.00999832,-81.14569855
GFK,47.949298999999996,-97.176102
PBF,34.173099517800004,-91.9356002808
TTN,40.2766990661621,-74.8134994506836
BOS,42.36429977,-71.00520325
BFM,30.6268005371,-88.06809997559999
OAK,37.7212982177734,-122.221000671387
OMA,41.3031997680664,-95.8940963745117
OGG,20.8985996246338,-156.429992675781
ICT,37.6498985290527,-97.43309783935551
MCI,39.2976,-94.713898
MSN,43.1399002075195,-89.3375015258789
HRO,36.261501312255895,-93.1547012329102
PHX,33.434299468994105,-112.012001037598
BGR,44.807399749755895,-68.82810211181639
FXE,26.1972999573,-80.1707000732
GGG,32.3839988708496,-94.7115020751953
AND,34.4945983887,-82.7093963623
GEG,47.619899749755895,-117.53399658203101
SFO,37.61899948120121,-122.375
ARA,30.0378,-91.883904
GNV,29.6900997162,-82.27179718020001
MEM,35.0424003601074,-89.9766998291016
CNW,31.6378002167,-97.07409667969999
POB,35.1708984375,-79.014503479004
DLF,29.359500885,-100.77799987799999
LAX,33.94250107,-118.40799709999999
ANB,33.58819962,-85.85810089
CLE,41.411701202399996,-81.8498001099
DOV,39.12950134,-75.46600342
CVG,39.0488014221,-84.6678009033
HON,44.3852005004883,-98.2285003662109
JNU,58.3549995422363,-134.57600402832
LFT,30.20529938,-91.98760223
EWR,40.6925010681152,-74.168701171875
GCK,37.9275016785,-100.72399902299999
MOT,48.2593994140625,-101.279998779297
MXF,32.3829002380371,-86.3657989501953
DAL,32.8470993041992,-96.85179901123051
HLN,46.6068000793457,-111.98300170898399
NKX,32.86840057,-117.1429977
LUF,33.534999847399995,-112.383003235
END,36.339199066199996,-97.9164962769
LCH,30.1261005401611,-93.22329711914058
MYR,33.6796989441,-78.9282989502
DCA,38.8521,-77.037697
BYH,35.9642982483,-89.9440002441
ACY,39.4575996398926,-74.5772018432617
TIK,35.414699554443004,-97.386596679688
PUB,38.289100646972706,-104.497001647949
GRF,47.07920074,-122.5810013
ADQ,57.75,-152.4940033
FLL,26.0725994110107,-80.152702331543
SLC,40.788398742675795,-111.977996826172
LSF,32.337299346900004,-84.9913024902
MDT,40.1935005188,-76.7633972168
LNK,40.851001739502,-96.7592010498047
LAN,42.7787017822266,-84.58740234375
HKY,35.74110031,-81.38950348
IAH,29.984399795532198,-95.34140014648442
BFL,35.43360138,-119.0569992
ELP,31.80719948,-106.37799840000002
CAE,33.9388008117676,-81.119499206543
DMA,32.1665000916,-110.883003235
NPA,30.35269928,-87.31860352
PNS,30.473400115967003,-87.18659973144501
HOU,29.64539909,-95.27890015
PIT,40.49150085,-80.23290253
EFD,29.6072998047,-95.15879821780001
VAD,30.967800140399998,-83.1930007935
MIA,25.793199539184602,-80.2906036376953
SEA,47.449001312255895,-122.30899810791
CHA,35.0353012084961,-85.20379638671879
BDR,41.163501739502,-73.1261978149414
JAN,32.3111991882,-90.0758972168
IPT,41.2417984008789,-76.9210968017578
IND,39.7173,-86.294403
SZL,38.73030090332,-93.547897338867
GWO,33.4943008423,-90.08470153809999
JBR,35.8316993713379,-90.6464004516602
NZY,32.69919968,-117.2149963
BIF,31.84950066,-106.3799973
YUM,32.65660095,-114.6060028
CNM,32.3375015258789,-104.26300048828101
DLH,46.8420982361,-92.19360351559999
HUF,39.451499938964794,-87.3076019287109
HVR,48.54299927,-109.762001
MWH,47.20769882,-119.3199997
RIC,37.505199432373,-77.3197021484375
SHV,32.4466018676758,-93.8255996704102
BPT,29.9507999420166,-94.0206985473633
SAV,32.12760162,-81.20210266
HIF,41.12403,-111.97308600000001
SAT,29.533700942993196,-98.4698028564453
ROC,43.118900299072294,-77.6724014282227
RCA,44.14500046,-103.1039963
RDU,35.877601623535206,-78.7874984741211
DAY,39.902400970459,-84.2193984985352
ESF,31.3948993683,-92.29579925540001
LTS,34.667098999000004,-99.26670074459999
TUS,32.116100311279304,-110.94100189209
MIB,48.41559982,-101.3580017
GSB,35.33940125,-77.96060181
PVD,41.7326011657715,-71.4204025268555
SBY,38.3404998779297,-75.5102996826172
DTW,42.2123985290527,-83.353401184082
TPA,27.9755001068115,-82.533203125
EIL,64.66570282,-147.102005
MAF,31.9424991607666,-102.202003479004
GRB,44.4850997924805,-88.1296005249023
ADM,34.30301,-97.01963420000001
AGS,33.369899749755895,-81.9645004272461
ISN,48.177898407,-103.64199829100001
LIT,34.7294006348,-92.22429656979999
SAC,38.5125007629,-121.49299621600001
TBN,37.74160004,-92.14070129
SKA,47.6151008606,-117.65599823
PAM,30.0695991516,-85.57540130619999
DFW,32.896800994873,-97.0380020141602
TCM,47.1376991272,-122.475997925
AUS,30.194499969482397,-97.6698989868164
LCK,39.813801,-82.927803
MQT,46.3535995483,-87.39540100100001
TYS,35.81100082,-83.99400329999999
STL,38.7486991882324,-90.37000274658199
SPS,33.98880005,-98.49189758
LUK,39.10329819,-84.41860199
ATL,33.6366996765137,-84.4281005859375
MCC,38.66759872,-121.40100100000001
GRR,42.88079834,-85.52279663
FAT,36.7761993408203,-119.718002319336
IPL,32.8342018127,-115.57900238
BNA,36.1245002746582,-86.6781997680664
LRD,27.543800354003896,-99.4616012573242
EDF,61.2509994506836,-149.80700683593798
AOO,40.29639816,-78.31999969
DYS,32.4207992554,-99.85459899899999
ELD,33.2210006713867,-92.8133010864258
LGA,40.77719879,-73.87259674
TLH,30.3964996337891,-84.3503036499023
DPA,41.90779877,-88.24859619
ACT,31.611299514770497,-97.23049926757808
AUG,44.320598602299995,-69.7973022461
MKL,35.59989929,-88.91560364
SJT,31.3577003479004,-100.49600219726601
CIC,39.79539871,-121.8580017
BTV,44.471900939899996,-73.1532974243
JAX,30.4941005706787,-81.6878967285156
DRO,37.1515007019,-107.75399780299999
IAD,38.94449997,-77.45580292
CLL,30.58860016,-96.36380005
MKE,42.9472007751465,-87.89659881591801
ABI,32.4113006592,-99.68190002440001
COU,38.8180999755859,-92.21959686279301
PDX,45.58869934,-122.59799960000001
TNT,25.861799240112,-80.897003173828
PBI,26.6832008361816,-80.09559631347659
FTW,32.8198013306,-97.3623962402
OGS,44.681900024399994,-75.4654998779
BFI,47.529998779296896,-122.302001953125
SKF,29.38419914,-98.58110046
HNL,21.3187007904053,-157.92199707031202
DSM,41.5340003967285,-93.6631011962891
EWN,35.0730018616,-77.0429000854
SAN,32.7336006165,-117.190002441
MLU,32.5108985900879,-92.0376968383789
SSC,33.97269821,-80.47059631
ROW,33.3016014099121,-104.53099822998001
DET,42.40919876,-83.00990295
BRO,25.906799316406197,-97.4259033203125
DHN,31.3213005065918,-85.44960021972659
FMN,36.7411994934,-108.230003357
CRP,27.770399093627898,-97.5011978149414
SYR,43.111198425293,-76.1063003540039
NQX,24.57579994,-81.68890381
MDW,41.7859992980957,-87.7524032592773
SJC,37.3625984191895,-121.929000854492
HOB,32.6875,-103.21700290000001
PNE,40.08190155,-75.01059723
PHL,39.871898651123,-75.241096496582
SUX,42.40259933,-96.38439941
MCN,32.692798614502,-83.6492004394531
NJK,32.8292007446289,-115.671997070312
CMH,39.9980010986328,-82.8918991088867
FYV,36.005100250244105,-94.1700973510742
FFO,39.8260993958,-84.04830169680001
NBG,29.82530022,-90.03500366
PBG,44.6509017944336,-73.4681015014648
ANC,61.174400329589794,-149.996002197266
GRK,31.067199706999997,-97.8289031982
BLI,48.79280090332029,-122.53800201416
NQA,35.356700897217,-89.87030029296899
MOB,30.691200256348,-88.242797851562
SAF,35.617099761999995,-106.08899688700001
OLS,31.417699813842802,-110.847999572754
MCF,27.84930038,-82.52120209
OPF,25.90699959,-80.27839661
DRT,29.3742008209,-100.92700195299999
JFK,40.63980103,-73.77890015
HMN,32.8525009155,-106.107002258
CYS,41.15570068,-104.81199649999999
SCK,37.894199371338,-121.2379989624
CHS,32.89860153,-80.04049683
RNO,39.4990997314453,-119.767997741699
KTN,55.35559845,-131.7140045
YIP,42.23789978,-83.53040314
BHM,33.56290054,-86.75350189
LSV,36.2361984253,-115.03399658200001
RIV,33.88069916,-117.2590027
MOD,37.62580109,-120.9540024
SMF,38.6954002380371,-121.59100341796899
COS,38.805801391602,-104.70099639893
BUF,42.94049835,-78.73220062
SKY,41.4333992004,-82.6522979736
MUO,43.043597999999996,-115.872002
CDC,37.701000213623,-113.098999023438
BDL,41.9388999939,-72.68319702149999
LBB,33.663600921630895,-101.822998046875
ORD,41.97859955,-87.90480042
FAI,64.81510162,-147.85600280000003
CVS,34.3828010559,-103.321998596
OFF,41.118301391602,-95.912498474121
ART,43.9919013977051,-76.0216979980469
AMA,35.219398498535206,-101.706001281738
FOD,42.55149841,-94.19259644
BAD,32.5018005371,-93.6626968384
FOE,38.9509010315,-95.6635971069
ILM,34.270599365234396,-77.90260314941409
BTR,30.53319931,-91.14959717
TYR,32.354099273681605,-95.4023971557617
BWI,39.17539978,-76.66829681
AEX,31.3274002075195,-92.54979705810551
TUL,36.1983985900879,-95.8880996704102
MSP,44.8819999695,-93.22180175780001
ILG,39.67869949,-75.60649872
MSY,29.9934005737305,-90.2580032348633
PWM,43.64619827,-70.30930328
OKC,35.3931007385254,-97.60070037841801
ALB,42.748298645019496,-73.80169677734379
SNA,33.67570114,-117.86799620000001
TMB,25.6478996277,-80.432800293
GUS,40.648101806599996,-86.15209960940001
CPR,42.90800095,-106.4639969
SEM,32.343898773193004,-86.98780059814501
EYW,24.5561008453369,-81.7595977783203
CLT,35.2140007019043,-80.94309997558591
LAS,36.08010101,-115.15200039999999
MCO,28.4293994903564,-81.3089981079102
FLO,34.185398101806605,-79.7238998413086
GTF,47.48199844,-111.3710022
YNG,41.26070023,-80.67910004
FBK,64.83750153,-147.6139984
WRB,32.640098571799996,-83.59190368649999
PUW,46.7439,-117.110001
LWS,46.3745002746582,-117.014999389648
ELM,42.1599006652832,-76.8916015625
ITH,42.4910011291504,-76.4583969116211
SBA,34.42620087,-119.8399963
HVN,41.26369858,-72.88680267
AVL,35.4361991882324,-82.5418014526367
GSO,36.0978012084961,-79.9373016357422
FSD,43.5820007324,-96.741897583
MHT,42.93259811401371,-71.4356994628906
APF,26.1525993347,-81.7752990723
CHO,38.138599395752,-78.4529037475586
ROA,37.3255004883,-79.975402832
LEX,38.0364990234375,-84.6059036254883
EVV,38.0369987488,-87.53240203860001
ABQ,35.0401992797852,-106.60900115966801
BZN,45.77750015,-111.15299990000001
BIL,45.807701110839794,-108.542999267578
BTM,45.9547996520996,-112.497001647949
TVC,44.7414016723633,-85.5821990966797
RKD,44.06010056,-69.09919739
JAC,43.6072998046875,-110.737998962402
RFD,42.1954002380371,-89.09719848632808
GSP,34.895698547399995,-82.2189025879
BMI,40.47710037,-88.91590118
GPT,30.407300949096697,-89.07009887695308
AZO,42.234901428222706,-85.5521011352539
TOL,41.58679962,-83.80780029
FWA,40.97850037,-85.19509888
DEC,39.8345985412598,-88.8656997680664
CID,41.8847007751465,-91.7108001708984
LSE,43.879002,-91.256699
CWA,44.7775993347,-89.6668014526
PIA,40.6641998291,-89.6932983398
ATW,44.258098602299995,-88.51909637450001
RST,43.908298492431605,-92.5
CMI,40.03919983,-88.27809906
MHK,39.140998840331996,-96.6707992553711
GJT,39.1223983765,-108.527000427
SGU,37.0363888889,-113.510305556
PFN,30.212099,-85.6828
BIS,46.772701263427706,-100.74600219726601
RAP,44.0452995300293,-103.05699920654301
FNT,42.9654006958008,-83.7435989379883
RDD,40.50899887,-122.2929993
EUG,44.1245994567871,-123.21199798584
IDA,43.5145988464355,-112.070999145508
MFR,42.374198913574205,-122.873001098633
RDM,44.254100799999996,-121.15000149999999
CAK,40.916099548339794,-81.44219970703121
HSV,34.637199401855,-86.775100708008
PKB,39.345100402831996,-81.4392013549805
MGM,32.30059814,-86.39399719
PAH,37.060798645019496,-88.7738037109375
FCA,48.31050109863279,-114.255996704102
MBS,43.532901763915994,-84.0795974731445
BGM,42.20869827,-75.97979736
SFB,28.7775993347168,-81.2375030517578
JST,40.3161010742188,-78.8339004516602
MSO,46.91630173,-114.0910034
CVN,34.4250984192,-103.07900238
LRU,32.289398193359396,-106.921997070312
CGF,41.5651016235,-81.4863967896
MFD,40.8213996887,-82.5166015625
CSG,32.516300201416,-84.93890380859379
LAW,34.5676994324,-98.4166030884
FLG,35.13850021,-111.6709976
TWF,42.48180008,-114.487999
STC,45.546600341796896,-94.0598983764648
GTR,33.450298309299995,-88.59140014649999
ERI,42.0831270134,-80.1738667488
CRW,38.373100280761705,-81.59320068359379
AVP,41.338500976599995,-75.7233963013
BJI,47.50939941,-94.93370056
FAR,46.92070007324221,-96.81580352783199
MKC,39.123199462890604,-94.5927963256836
GCC,44.3488998413,-105.539001465
SCE,40.8493003845,-77.8487014771
MEI,32.3325996398926,-88.7518997192383
SPI,39.84410095,-89.67790222
GUP,35.511100769,-108.789001465
LBL,37.04420089999999,-100.95999909999999
SGF,37.24570084,-93.38860321
JLN,37.151798248291,-94.49829864501949
ABE,40.652099609375,-75.440803527832
XNA,36.281898,-94.30680100000001
SBN,41.7086982727051,-86.3172988891602
ACV,40.978099822998,-124.10900115966801
OAJ,34.8292007446,-77.61209869380001
TCL,33.220600128174,-87.611396789551
DBQ,42.40200043,-90.70950317
ABR,45.449100494384794,-98.4217987060547
ABY,31.535499572753896,-84.1945037841797
AHN,33.948600769043004,-83.326301574707
ALM,32.839900970500004,-105.990997314
ALO,42.557098388671896,-92.40029907226558
ALW,46.09489822,-118.288002
APN,45.07809829999999,-83.56030273
ATY,44.91400146,-97.15470123
BFD,41.8031005859375,-78.6400985717773
BFF,41.87400055,-103.5960007
BKW,37.787300109899995,-81.1241989136
BQK,31.2588005065918,-81.4664993286133
BRL,40.7831993103027,-91.1255035400391
CEC,41.78020096,-124.23699950000001
CGI,37.2252998352051,-89.57080078125
CKB,39.2966003418,-80.2281036377
CLM,48.120201110839794,-123.5
DDC,37.763401031494105,-99.9655990600586
EAU,44.86579895019529,-91.4842987060547
EKO,40.8249015808105,-115.79199981689501
FAY,34.991199493408196,-78.8803024291992
GRI,40.967498779296896,-98.30960083007808
HOT,34.478000640869105,-93.09619903564449
IRK,40.093498229980504,-92.5448989868164
JMS,46.92969894,-98.67819977
LAR,41.3120994567871,-105.675003051758
LBF,41.12620163,-100.6839981
LMT,42.156101226806605,-121.73300170898399
LNS,40.1217002868652,-76.2960968017578
LYH,37.326698303222706,-79.2004013061523
MKG,43.16949844,-86.23819733
OWB,37.74010086,-87.16680145
PIB,31.467100143432603,-89.33709716796879
PIH,42.9098014831543,-112.596000671387
PIR,44.38270187,-100.2860031
RDG,40.378501892089794,-75.965202331543
RKS,41.59420013,-109.0650024
RUT,43.52939987,-72.94960022
SBP,35.2368011475,-120.64199829100001
SHR,44.7691993713379,-106.98000335693399
SLN,38.7910003662109,-97.6521987915039
TUP,34.2681007385254,-88.7698974609375
UIN,39.94269943,-91.19460297
VCT,28.852600097656197,-96.9185028076172
VLD,30.782499313354503,-83.2767028808594
YKM,46.56819916,-120.5439987
GLH,33.482898712158196,-90.98560333251949
ORH,42.2672996520996,-71.8757019042969
JEF,38.591201782199995,-92.1560974121
MCW,43.1577987671,-93.33129882809999
AZA,33.30780029,-111.65499879999999
HGR,39.707901,-77.72949982
ESC,45.7226982117,-87.0936965942
MWA,37.75500107,-89.01110077
IMT,45.8184013367,-88.11450195309999
MIE,40.2422981262207,-85.3958969116211
LAF,40.412300109863295,-86.93689727783199
VGT,36.21070098877,-115.19400024414
MTJ,38.5097999573,-107.89399719200001
RIW,43.064201355,-108.459999084
PDT,45.695098877,-118.84100341799999
OSH,43.984401702880895,-88.55699920654301
EAT,47.3988990784,-120.20700073200001
GYY,41.6162986755371,-87.4128036499023
BRD,46.39830017,-94.13809967
PGV,35.6352005,-77.38529968
OXR,34.200801849365,-119.20700073241998
STS,38.50899887,-122.8130035
ISM,28.289800643899998,-81.43710327149999
LGU,41.7911987305,-111.851997375
BMC,41.552398681599996,-112.06199646
HYS,38.84220123,-99.27320099
SUS,38.662101745605,-90.652000427246
STJ,39.771900177002,-94.909698486328
PGD,26.92020035,-81.99050140000001
JHW,42.15340042,-79.25800323
SHD,38.2638015747,-78.8964004517
DIK,46.7974014282,-102.80200195299999
VEL,40.4408989,-109.5100021
SOW,34.265499115,-110.005996704
AST,46.158000946,-123.87899780299999
VIS,36.3186988831,-119.392997742
MCE,37.28469849,-120.5139999
AGC,40.354400634765604,-79.9301986694336
FTY,33.7790985107,-84.5214004517
ADS,32.9686012268,-96.8364028931
ISO,35.331401825,-77.6088027954
PVU,40.219200134277,-111.72299957275
PUC,39.61389923,-110.7509995
HII,34.571098,-114.358002
PDK,33.8755989075,-84.3020019531
BMG,39.1459999084473,-86.61669921875
APC,38.2132,-122.280998
SDM,32.572299957275,-116.98000335693001
RWI,35.8563003540039,-77.8918991088867
LAL,27.988899230999998,-82.0186004639
MGY,39.5890007019,-84.224899292
FDY,41.013500213600004,-83.6687011719
SLE,44.90950012,-123.00299840000002
BWG,36.9645004272,-86.4197006226
RVS,36.039600372314,-95.98459625244101
ESN,38.8041992188,-76.0690002441
DUC,34.47090149,-97.95989990000001
UVA,29.2112998962,-99.74359893799999
SGH,39.840301513671996,-83.840202331543
PWK,42.114222,-87.901494
ILN,39.427898407,-83.79209899899999
MMI,35.39730072,-84.56259918
AMW,41.9987,93.6223
MAE,36.9886016846,-120.11199951200001
RMG,34.3506011963,-85.15799713130001
GAD,33.972599,-86.088996
DNN,34.72290039,-84.87020111
GVL,34.27259827,-83.8302002
AFW,32.9875984192,-97.3188018799
LOZ,37.0821990967,-84.0848999023
RAC,42.7606010437,-87.8152008057
TIW,47.26789856,-122.57800290000002
JXN,42.2597999573,-84.4593963623
OCF,29.17259979,-82.22419739
BKL,41.5175018310547,-81.6832962036133
CGX,41.8587989807129,-87.60790252685551
FFT,38.18249893,-84.90470123
LEW,44.048500061000006,-70.2835006714
CWI,41.8311004639,-90.3291015625
STP,44.9345016479492,-93.05999755859379
STE,44.5452003479,-89.53029632568399
AOH,40.706902,-84.026703
YKN,42.916698455811,-97.385902404785
SBM,43.76959991,-87.85140228
SAD,32.85480118,-109.6350021
SIK,36.898899078369006,-89.561798095703
MTN,39.32569885,-76.4138031
NEW,30.042400360107003,-90.02829742431601
DNV,40.19919968,-87.59590149
AUO,32.61510086,-85.43399811
CVO,44.49720001,-123.29000090000001
OGD,41.195899963379,-112.0120010376
EKI,41.7193984985,-86.0031967163
CUB,33.970500946,-80.9952011108
PRB,35.67290115,-120.6269989
ASN,33.5699005127,-86.05090332030001
GMU,34.847900390599996,-82.3499984741
OKK,40.528198242188,-86.05899810791
FET,41.44910049,-96.52020264
OFK,41.985500335693004,-97.435096740723
AXN,45.866298675500005,-95.3946990967
CLU,39.2619018555,-85.8963012695
BIH,37.373100280799996,-118.36399841299999
BTL,42.3073005676,-85.25150299069999
BYI,42.5425987244,-113.77200317399999
CSV,35.9513015747,-85.0849990845
EKA,40.8033981323,-124.112998962
MDH,37.7780990600586,-89.2519989013672
MMT,33.92079926,-80.80130005
OTM,41.10660172,-92.44789886
POU,41.6265983581543,-73.8842010498047
UKI,39.125999450684,-123.20099639893
ZZV,39.9444007874,-81.89209747310001
